Title,Company,Location,Qualifications,Url
Data Scientist (Marketing Mix Modeling),ARA Resources,"Bengaluru, Karnataka","['Multichannel marketing', 'Analysis skills', 'Power BI', 'Information security', 'Marketing mix modeling']",https://www.simplyhired.co.in/job/7FNbHQAL3faFtETjJsmBYiOMo5Y_KyjsdtH8Jn20ebjqHM28zqsGag?q=data+scientist
Data Science (AI & Python Program Developers),MNJ Software,Remote,"['SQL', 'Communication skills', 'Python', 'Administrative experience', 'Data science', 'M.C.A.', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/e4TzlDIx50Xj3JddI-wqjSu0YMkEw6L9TuTnQru9uiCuzdksgI3Akg?q=data+scientist
Machine Learning and Artificial Intelligence Development,Quantum AI Systems,"Visakhapatnam, Andhra Pradesh","['TensorFlow', 'Azure', 'Machine learning', 'Python', 'Salesforce']",https://www.simplyhired.co.in/job/7vrjWPNVabZ2qZkVJWx4wZUuRg4v2Qx1TICwzKtNqe-5EU3Os1GRRA?q=data+scientist
Data Scientist_NLP_3-9 years,Fractal Analytics,"Bengaluru, Karnataka","['Software deployment', 'Project management', 'Team management', 'SQL', 'PyTorch', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/2WqfHNAfRDiea4WyhSwjSzitFQImlIyx2LfQpbZ_f6XRTHEpjtfvzA?q=data+scientist
Associate Data Scientist I,UST,"Thiruvananthapuram, Kerala","['Statistical analysis', 'Web services', 'D3.js', 'Data modeling', 'Azure']",https://www.simplyhired.co.in/job/y55PjPNhGuLFXbleUKm92dsunYpO-sLQly3jWR2KtKxaWjrfrUcISw?q=data+scientist
Data Scientist - Senior Engineer,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","['Software deployment', 'Relational databases', 'Continuous integration', 'Azure', 'SQL']",https://www.simplyhired.co.in/job/y5XNjbCBAYG42k9HoHIOpqgSKCWHtqJbAomjdW5gk-35PbvcsWs9QQ?q=data+scientist
0010_ Data Scientist-ANZ,Recruise India Consulting Pvt Ltd,"Hyderabad, Telangana","['Marketing', 'SQL', 'APIs', 'Analytics', 'R', ""Master's degree""]",https://www.simplyhired.co.in/job/dZvNMXSW65jVwBXX8XA60hUhFyG2Co9RqLH2Jgk3HWFjn78E0ixN4g?q=data+scientist
Applied Data Scientist,dunnhumby,"Gurgaon District, Haryana","['Communication skills', 'Agile', 'SQL', 'Machine learning', 'Python']",https://www.simplyhired.co.in/job/lvskKNk9d93wkUE_h_0J-Cbpm_yMPXIiDf128dqwIFe_U35sdkCyRA?q=data+scientist
KYC Associate,Deutsche Bank,"Bengaluru, Karnataka","['Microsoft Access', 'Data analytics', 'Communication skills', 'Agile', 'SQL']",https://www.simplyhired.co.in/job/QsR0_6_QsNC23ll6PQ2hqHC_3oyzsVQ4vzOjaVabfZQMMwArGZZMFQ?q=data+scientist
Data Scientist - MLB,Snapminds,"Bengaluru, Karnataka","['TensorFlow', 'Machine learning', 'Python', 'SAS', 'Tableau', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/lI-TqvVbpm0KTfEMFVTgBAHMLESmZOUyiv_yVoUBBOLQVWjooOzIDQ?q=data+scientist
EY - GDS Consulting - Data Scientist - Intern,EY,"Kochi, Kerala","['Project management', 'Mechanical engineering', 'Natural language processing', 'Deep learning', 'Communication skills', ""Bachelor's degree"", ""Master's degree"", 'M.B.A.']",https://www.simplyhired.co.in/job/0JR-xOl2lrF58n4_yFEs_bHwFbxR270s299shdZmKsuC1Ries2qz8A?q=data+scientist
Analyst - Data Science,Merilytics,"Hyderabad, Telangana","['Analytics', 'Hadoop', 'Spark', 'Distributed systems', 'Machine learning']",https://www.simplyhired.co.in/job/HNdH__lTG3L8MATVJajE1QiCHHiqmmjW303b17pTUi8NJg-ylZ-Kiw?q=data+scientist
Senior Data Scientist,Fortive Corporate,"Bengaluru, Karnataka","['Microsoft Outlook', 'Communication skills', 'Machine learning', 'Statistics', 'Natural language processing', ""Bachelor's degree"", ""Master's degree"", 'Doctoral degree']",https://www.simplyhired.co.in/job/zpMFfjayQ8LXD0Myv1xCKNKeF6vUfAwIAQn5-Ja7fcKJKnDCE3ltrw?q=data+scientist
AI/ML Intern,KLA,"Chennai, Tamil Nadu","['Analysis skills', 'Image processing', 'C++', 'Signal processing', 'C', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/2ilo08AJ88FzOvK7UB39hCW-zYklBYkjR_20frfSrw4cae6qrJM-dw?q=data+scientist
Data Scientist,Exapas,"Pune, Maharashtra","['Power BI', 'SQL', 'Technical writing', 'R', 'Python']",https://www.simplyhired.co.in/job/dADbEp37pIINb1iAUClPWsnzPBOHZ7K0olfdjzMTJhDDJ-6dWJSFDw?q=data+scientist
Data Scientists,Xtage Labs,India,"['Power BI', 'Communication skills', 'R', 'Python', 'Tableau']",https://www.simplyhired.co.in/job/Mniz96CddkHjOGBRnsYzjdDQ8FjQyKTTamtA5ksLBcGNLcxPACuRkw?q=data+scientist
Data Scientist,AMBC Technologies,"Bengaluru, Karnataka","['PyTorch', 'Scrum', 'OpenCV', 'TensorFlow', 'Product development']",https://www.simplyhired.co.in/job/tRtL9fqv71IWhWjCzgfUcA635M7fnhDvxFjd9J18gca-jXQYranbYw?q=data+scientist
Senior Data Scientist,Boston Consulting Group,"Bengaluru, Karnataka","['TensorFlow', 'Communication skills', 'Agile', 'SQL', 'Python']",https://www.simplyhired.co.in/job/iscxBq3PUPXVbIwsPY6tU-OUjVJQ8e6L_3Eo70m0c6W9hnV5MWnodw?q=data+scientist
Supply Chain Network Data & Analytics Specialist,Colgate-Palmolive,"Mumbai, Maharashtra","['Manufacturing', 'Supply chain', 'SQL', 'Spring', 'R', ""Bachelor's degree"", ""Master's degree"", 'M.B.A.']",https://www.simplyhired.co.in/job/9LhEc7XC6XiS8ROC2gSQiMuQub04_62xsI5t2noD8yqdDZinQINWLg?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
Data Scientist CRSP IRC180072,GlobalLogic,"Chennai, Tamil Nadu","['SQL', 'NoSQL', 'Communication skills', 'Scala', 'Python', 'B.Sc', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/bUXih8wkM21amDvf0N5JFTjvk7JQVLu5iyrVyb_KWTpkXltKKkj8Lg?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
Data Scientist,Webtunix AI,"Sahibzada Ajit Singh Nagar, Ludhiana, Punjab","['SQL', 'Tableau', 'NoSQL', 'MongoDB', 'Deep learning']",https://www.simplyhired.co.in/job/LcYHO5YXpoLkdX_sQ2_xehjUKW3vWU1Wi8wvbNQ_ThOHB39rNxZO3w?q=data+scientist
Research Associate – Data Science,Recode Minds,"Hyderabad, Telangana","['Tableau', 'NumPy', 'Presentation skills', 'Data analytics', 'MATLAB', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/crX53Dc4aQLIAAb7Vg8x4U0rE4KnAoH2ulU1j7bIVZ7lvTdsOQj49w?q=data+scientist
Sr. Data Scientist,Enphase Energy,"Bengaluru, Karnataka","['Statistical analysis', 'Web services', 'Analysis skills', 'Power BI', 'SQL', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/d2qwpARXo5syUDpZ3NKhPrKGtpb6X8kpawDpMh4oLrhndIwNtBRc3w?q=data+scientist
Data Science Engineer,F(x) Data Labs PVT LTD,"Ahmedabad, Gujarat","['Statistical analysis', 'Web services', 'D3.js', 'Google AdWords', 'Facebook Advertising']",https://www.simplyhired.co.in/job/OZEOAKboyCnXXXXUKUNn3TllPgAP9AOd-KzDpdcQkvzrcoxxFMXvtA?q=data+scientist
Machine Learning Engineer,Marktine Technology Solutions,Remote,"['Spark', 'Deep learning', 'TensorFlow', 'Product development', 'Communication skills', 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/Ey2RASkH6GsiifB7P5xnO0xULgZi_DTESwzaDfgUk4u1D9HPXzxfiQ?q=data+scientist
Lead Data Scientist,TransOrg Analytics,"Gurgaon, Haryana","['SQL', 'Predictive analytics', 'Mentoring', 'Presentation skills', 'R', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/HpB2VxGO3-BF173TmKJQMNrNGHCAKcyUOpuhUfZGIcMc2JICaBfWLA?q=data+scientist
DATA SCIENTIST,Trukker,"Bengaluru, Karnataka","['Supply chain', 'SQL', 'Data visualization', 'Analytics', 'R', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/TBJPkTRDj9xfH5TwwAjNCiIsl2AG4VabD3ARzR99ftM9CNfVpb_5ig?q=data+scientist
Data Science Trainer,Digicrome Academy,"Noida, Uttar Pradesh","['Power BI', 'SQL', 'Tableau', 'Natural language processing', 'Communication skills']",https://www.simplyhired.co.in/job/BAf-E7yzrFbcrDqV6m-X34Ua5LsOgwI0SuAcmY_JsXuo7s9pj_pbCQ?q=data+scientist
Manager of Analytics & Data Science,Polaris Inc.,"Bengaluru, Karnataka","['Project planning', 'Power BI', 'Manufacturing', 'Data modeling', 'Azure', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/IjWNWXjqJ5lBR7demUEfRmY3i4omvrO_0JeEJFpPIgn22pmP4OhKvg?q=data+scientist
Data Scientist,GUJARAT FLUOROCHEMICALS,"Noida, Uttar Pradesh","['C++', 'Product development', 'PMP', 'R', 'C']",https://www.simplyhired.co.in/job/lszClsbOfM-kgt-Weu7OWrhDQTKSCjRF1ecHOmwlpCy1VKUXP5MSvQ?q=data+scientist
Digital SC Assistant Manager - Data and Analytics,Unilever,"Bengaluru, Karnataka","['Project management', 'Leadership', 'Agile', 'Supply chain', 'Machine learning', ""Master's degree""]",https://www.simplyhired.co.in/job/GsrkaceJMtTEQJcVWcW_J6OTHN5-8-GyvkO3JLLgY21EtZBZKnnbzA?q=data+scientist
AI / ML Engineer,Chiplogic Technologies,"Bengaluru, Karnataka","['C++', 'Communication skills', 'Software architecture', 'C', 'Machine learning']",https://www.simplyhired.co.in/job/rOonvlwiAbcUbS-E1zSm5w74kSvvRKNtHW-nDUsUQFy_UBW8G8FIww?q=data+scientist
Machine Learning - Intern,IceCream Labs,"Bengaluru, Karnataka","['Data modeling', 'SaaS', 'Natural language processing', 'Deep learning', 'TensorFlow', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/-bTJw_p1nSKhhALQDw_ucIGy-jjq2s-Fzq-eHUx-jAPv4qPYZK7nEw?q=data+scientist
Data Scientist,Eoraa & Co.,"New Delhi, Delhi","['Communication skills', 'R', 'Python', 'NumPy', 'Pandas', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/QyRsQvedT5BgFdx9kFfVc0sNDGAwZNQgemq8dH0K1HbdnIoELAFVqw?q=data+scientist
"Knowledge Graph, Data Scientist",Mango Sciences,"Bengaluru, Karnataka","['Database management', 'Communication skills', 'Agile', 'Graph databases', 'SPARQL']",https://www.simplyhired.co.in/job/oUEslf5PanJIIUAYABVbwN21w1SG1ANqjmfenZQ-3pBB8iBjEkeWdQ?q=data+scientist
Data Scientist,GE Appliances,"Hyderabad, Telangana","['Power BI', 'SQL', 'SAS', 'Communication skills', 'R', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/KH0VdeTqATe9Ot15oqD-7pgeq0Rlw4WUcpuLqx8ORFiAGVnJ03vILQ?q=data+scientist
Data Scientist,BBS,"Noida, Uttar Pradesh","['Qualitative analysis', 'Power BI', 'Azure', 'SQL', 'SAS']",https://www.simplyhired.co.in/job/bIK5zWPXGkFuFvIA6n_XJ68yxsiW1aFr291kjEuGkENVyfXfyQSBJA?q=data+scientist
Data Science - Lead Data Scientist,Jet2 Travel Technologies,"Pune, Maharashtra","['Power BI', 'SQL', 'Tableau', 'Agile', 'R']",https://www.simplyhired.co.in/job/bdFSdxaSiImC6fpig9DQR0_RrA0dppqad_RxWH0igwPpD4E59oOv3A?q=data+scientist
AI / Big Data Analyst (Powertrain applications),Bosch Group,"Bengaluru, Karnataka","['Hadoop', 'Python', 'Big data', 'Tableau', 'Powertrain', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/AODFI1rHCh84vVA2EJ47LfrQ88nn3HA0ztkBgljGgkSSTXw_A_3ntw?q=data+scientist
Data Scientist,Brandmuscle,"Bengaluru, Karnataka","['SQL', 'NoSQL', 'Cassandra', 'Communication skills', 'Adobe Analytics', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/frNgnzpyOjBuar0A6BhxvstfqE16UQ3r69aQnnFL-Wipb4CrRNLEHA?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
Data Science Engineer,InnoBit Systems,"Noida, Uttar Pradesh","['iOS', 'GitLab', 'SQL', 'NoSQL', 'MongoDB', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/0E8vgOXNb4l10PPH_NPjP381uuVQiqCJta7nKFcAZ3VzrJ6-UXGbag?q=data+scientist
Data Scientist/Machine Learning Engineer,Cogoport,"Mumbai, Maharashtra","['Deep learning', 'TensorFlow', 'PyTorch', 'Docker', 'Machine learning']",https://www.simplyhired.co.in/job/pBLgF82xAcqD8x85U3IagnJLj1M19y8tnPMlvYOHuLlU-e_zroVmcA?q=data+scientist
Data Scientist,Carrier Klimatechnik GmbH,"Hyderabad, Telangana","['Power BI', 'Image processing', 'SQL', 'Microsoft Excel', 'Microsoft Powerpoint']",https://www.simplyhired.co.in/job/CcsG5pPvbIM0XM2xlXZxha_DF_DNxn68L6msSdj97oFNVNp6EZVcsg?q=data+scientist
Data Scientist,SrinSoft,India,"['Project management', 'Power BI', 'Supply chain', 'SQL', 'Spark', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/OaWBCc74VvOtmkpZVnR1zcZEGqbP-Ow0w_dgVEJYZsFyvee7UNbrZw?q=data+scientist
"Manager, Data Science 1",PayPal,"Chennai, Tamil Nadu","['Analysis skills', 'Fraud', 'Leadership', 'SQL', 'Data science']",https://www.simplyhired.co.in/job/VnRS5OFmgxK_dkthqjgZCIYQo8XZGL0I_5RPaLT9tPn_g95V6bGDxw?q=data+scientist
Intern-Data Analytics,Merkle,"Pune, Maharashtra","['Power BI', 'SQL', 'SAS', 'Tableau', 'Customer relationship management']",https://www.simplyhired.co.in/job/mp7ht1pV513ae6uO_Q-iCHbJFZ5ozDK-vAUXeyJFs5615A0BUbAKQQ?q=data+scientist
Decision Scientist,PayPal,"Bengaluru, Karnataka","['Analysis skills', 'Fraud', 'Communication skills', 'SQL', 'Microsoft Excel', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/MS1wff19lzXKghLtIBsGIImJDVDqMwSzz3uiGsWdcr61YEgV7U-Ljw?q=data+scientist
AI/ Machine Learning Programmer,Techspeed,"Pune, Maharashtra","['Azure', 'C++', 'Computer vision', 'Agile', 'APIs', ""Bachelor's degree"", 'Diploma']",https://www.simplyhired.co.in/job/LyNxZlo_YeLAExRjv_5Qp8DPYXz9HpHZWD59skNIk94ZoS6a4lkVzA?q=data+scientist
Machine Learning Engineer,Brightree,"Bengaluru, Karnataka","['APIs', 'Machine learning', 'Python', 'Big data', 'AWS', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/epcqMCrIhlckrnmgeUlEVqYD631_WHjI7QDumrQWwEMVd0XXYCXAYQ?q=data+scientist
Solutions Architect : Big Data / AI,Databricks,"Bengaluru, Karnataka","['Pre-sales', 'Azure', 'Spark', 'Sales', 'Presentation skills']",https://www.simplyhired.co.in/job/6zz78DaCWFI7vuDcqeMzWGRTlG3eQ3usqJ3QHKN_ZYjU3jarbNToIA?q=data+scientist
Lead Data Scientist,GeakMinds,"Chennai, Tamil Nadu","['Power BI', 'Azure', 'SQL', 'Analytics', 'Machine learning']",https://www.simplyhired.co.in/job/y_kiUEujUamkz13eWrLIxBb5hvUmAO4a9h3Ek_w6kgJpRxIuOj38jA?q=data+scientist
Data Scientist,PulsePoint,"Navi Mumbai, Maharashtra","['Project management', 'Power BI', 'SQL', 'Microsoft Excel', 'Tableau', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/S7tmBO8XjqOyuyT-bN91Z9TpElj4DpVN6qPv5sRi-q783EMIbkDcZw?q=data+scientist
Vehicle Energy Efficiency Bench marking & Data Analytics,Mercedes-Benz Research and Development India Private Limited,"Bengaluru, Karnataka","['Signal processing', 'MATLAB', 'Communication skills', 'Python', 'Big data', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/-9y84cZFe_dTxX0pBcR0m3BfNrJIt88mWq5uSk2mzLg_Z1SIYo7AmA?q=data+scientist
Data Science Trainer,Techforeus,"Mysore, Karnataka","['Communication skills', 'R', '.NET', 'Machine learning', 'Python']",https://www.simplyhired.co.in/job/obzI03BacEN2fyespshKYWtJkWZo7JSOYH_pe5gAj7Szyow_G4CziQ?q=data+scientist
Artificial Intelligence Intern,Rave Business Systems,"New Delhi, Delhi","['APIs', 'Python', 'Data science', 'AI']",https://www.simplyhired.co.in/job/Q_BzJrm04XgnjGzIpNzbh2fMIM1KAWq44tQN3zkb38c62cFDOP7yCg?q=data+scientist
Senior Analyst - Data Science,Tiger Analytics,"Chennai, Tamil Nadu","['SQL', 'Microsoft Excel', 'Machine learning', 'Python', 'Microsoft Powerpoint']",https://www.simplyhired.co.in/job/BoNEy-_bmiRo3PiyFGpBjaiQdeNeshzPVeeqNzYey-1_1e6yLB6m3g?q=data+scientist
Data Scientist,FinAcPlus,"Hyderabad, Telangana","['Analysis skills', 'SQL', 'VBA', 'Microsoft Excel', 'Tableau', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/N6lV_zrZnBnC8VncwTXeY6MrnrAUB-kS5AXs9bJZ5lI_AxEzf8pvKQ?q=data+scientist
Data Scientist,Kumaran Systems,"Chennai, Tamil Nadu","['Software deployment', 'Analysis skills', 'Image processing', 'SQL', 'NoSQL']",https://www.simplyhired.co.in/job/IGNOEwAh5zBwDrkKAyoLaF8q0AXX_ddQRMcjBxz1fnM05EtCeC4MQg?q=data+scientist
AI/ML - Data Scientist,Neilsoft,"Pune, Maharashtra","['Image processing', 'Natural language processing', 'Customer segmentation', 'Deep learning', 'C++', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/a0wYORvU79wMZBErRyzCJpmsQMwi6mtXoysvClTd8bjohrl6vkJuew?q=data+scientist
DATA ANALYST/ SCIENTIST,MidTown Software,"Mohali, Punjab","['Power BI', 'SQL', 'Business analysis', 'Natural language processing', 'APIs', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/hIkDRUyebZm5DFzZu2vlj9xhUZMKnv-Ln4ANVCaIOKcYhQvuy6ds5A?q=data+scientist
Engineering Leader - Machine Learning,Eightfold.AI,India,"['TensorFlow', 'C++', 'Scala', 'APIs', 'Hadoop', 'B.Sc', ""Bachelor's degree"", 'Doctoral degree', ""Master's degree""]",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist
Data Scientist - GTM Analytics,Thomson Reuters,"Bengaluru, Karnataka","['SQL', 'Microsoft Excel', 'Tableau', 'Sales', 'Microsoft Powerpoint']",https://www.simplyhired.co.in/job/L7Z8k5RMWmeYHB0n3PfO_PnlFTjLwbbzYKNix3Q5VtBia6LSTargIg?q=data+scientist
Data Scientist II,Uber,"Hyderabad, Telangana","['SQL', 'Microsoft Excel', 'Tableau', 'Data visualization', 'Natural language processing', 'M.Sc', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/pd8gMh_6rd_hOif-dDOxaIs2eipu53f60g6BrKbUAgrjtPcsrFv5Wg?q=data+scientist
AI/ML Data Scientist (Telecoms),MBR Partners,"New Delhi, Delhi","['SQL', 'NoSQL', 'Data visualization', 'TCP', 'Communication skills']",https://www.simplyhired.co.in/job/-UhMH94Hdr4X3NcguAx9RrGv9CCeJdM7zbtS4qXrNY_NKzwS5JQGeg?q=data+scientist
Python AI / ML (Online Trainer Part Time),Nestsoft technologies,Remote,"['Machine learning', 'Python', 'Data science', 'AI', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/7tta27DppUhQcOSLFwBqEJtvuqJPH_JATlMwzRmgIuqMxvC61v53CA?q=data+scientist
Freelance Instructor - Data Science,Testbook,"Navi Mumbai, Maharashtra","['Teaching experience', 'Data science']",https://www.simplyhired.co.in/job/5B4idaImpx1Z6UBBUHe8iex78mdmGh1whvTEhgK2NFKYNXKDSCVb9w?q=data+scientist
Computer Vision Intern / Engineer,TensorGo Technologies,"Hyderabad, Telangana","['Image processing', 'SDKs', 'Git', 'Deep learning', 'C++']",https://www.simplyhired.co.in/job/FwYP7E-2647Js6MF8p4bsctpmcPAzzqDVkVSmLs4xbMhxLq2sYmSaA?q=data+scientist
Data Science Consultant - Pharma,ARA Resources Pvt Ltd,"Bengaluru, Karnataka","['Communication skills', 'SQL', 'R', 'Microsoft Excel', 'SAS', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/3qBsXtd3v6cYIDfJIBuhQuWNX_-x0KdBeohMVsGCQZM4cUYBZfLNvA?q=data+scientist
Deep Learning Engineer,RadiusAI,Karnataka,"['Image processing', 'Distributed systems', 'Machine learning', 'Statistics', 'AI', ""Master's degree"", 'Doctoral degree']",https://www.simplyhired.co.in/job/vsK92gjDZgBldZDFho6GJnhXS45Rk5Gk2TRClOY1CHcgXPKzFkSleA?q=data+scientist
Data Scientist / Visualizer,Axis My India,"Mumbai, Maharashtra","['Power BI', 'Tableau', 'Data visualization', 'Business intelligence', 'Analytics', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/C63hPQszK3BTcmyjHzW6jnNb7oi5GFS5sQpldowkf3-7rcUsYdcheQ?q=data+scientist
Data Scientist - 2,[24]7.ai,"Bengaluru, Karnataka","['SQL', 'Presentation skills', 'Natural language processing', 'C++', 'Communication skills', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/nvKq2pf7Xud3Jprx8tm0q32JolaLdFXdfXylR2FBOa889M4E99JAxw?q=data+scientist
Associate Data Scientist - ML & NLP,Gartner,Delhi,"['Natural language processing', 'R', 'Machine learning', 'Python', 'Data science', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/DniXNL6Mtz-yb_in8-6kK2RBx8I0Vl7S_pyLMkikFclI7o1I9wF9PQ?q=data+scientist
Data Scientist,ACE Talent Consulting,"Noida, Uttar Pradesh","['Communication skills', 'Continuous integration', 'Data science', 'Clustering', 'AI']",https://www.simplyhired.co.in/job/jBxXlydNL2Qu0VxaWHpNL3gfIA8XQtgq75MUlgDrWjz9oUZGZ1euIA?q=data+scientist
Machine Learning Engineer,FactSet Research Systems,"Hyderabad, Telangana","['Statistical analysis', 'Analysis skills', 'Azure', 'SQL', 'PyTorch']",https://www.simplyhired.co.in/job/R3RPhdHFeLaPSZpnnVpoFUIciSXel010MLVNDyBuPZXhcWLCWJk8mw?q=data+scientist
"Software Engineer, Machine Learning, Edge TPU",Google,"Bengaluru, Karnataka","['System design', 'Natural language processing', 'TensorFlow', 'C++', 'C', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/qGDriewD0D4gfJt950S_HuXqxq_O0zU0PicrPhak-LuNKKxWwNVIUw?q=data+scientist
Sr. Data Scientist,ClearDU,"Ahmadabad, Gujarat","['Statistical analysis', 'Power BI', 'Predictive analytics', 'SAS', 'Tableau', ""Master's degree""]",https://www.simplyhired.co.in/job/0TMtVyhx55Y0eGM0Zd79ReebbJPDwh3ARKuAnYNy25ajaIw5aie1Lg?q=data+scientist
Data Scientist,Ecozen Solutions,"Pune, Maharashtra","['Software deployment', 'SQL', 'Mechanical engineering', 'NoSQL', 'Deep learning', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/fLZYMDQBc4m4dRj-flE-9QWHcV6o2dQscBsdZ-Iss0oM43tREPDxxQ?q=data+scientist
Data Science Engineer,Tuebora,Remote,"['B2B Marketing', 'Communication skills', 'Identity & access management', 'Marketing', 'Sales', ""Bachelor's degree""]",https://www.simplyhired.co.in/job/heRBbuJ7kH32k5Loq_DVyAErg3zSLblL9UuxBhfmtuG8W8hb24bOnA?q=data+scientist
Machine learning Engineer,Anblicks,"Hyderabad, Telangana","['Machine learning', 'Python', 'Pandas', 'OpenCV']",https://www.simplyhired.co.in/job/0MkRmXrE1hGGBinI3kFDIISYI4Zq-C79EQtZQMwQHaZg_IMZkmMRQA?q=data+scientist
Senior Data and Applied Scientist,Microsoft,"Hyderabad, Telangana","['Azure', 'SQL', 'Spark', '.NET', 'Natural language processing', 'Doctoral degree', ""Bachelor's degree"", ""Master's degree""]",https://www.simplyhired.co.in/job/BlhT6TgkZpSk67sMBWVn329g14cPRUPaBbIMdxEU5wfC-hxGJotBGg?q=data+scientist
