,Company,Qualifications,Url,City,State,Title 1,Title 2
0,deloitte,"design patterns, azure, sql, pytorch, software troubleshooting, bachelors degree, m.b.a., masters degree",https://www.simplyhired.co.in/job/Si4NFKGVDKO9DmzuJwJmhZ-YY8xoMu5HdywD2xkhBdJ0_f7q86TQag?q=data+scientist,hyderabad,telangana,senior data scientist,none
1,kroll,"project management, analysis skills, azure, natural language processing, leadership, doctoral degree, bachelors degree, masters degree",https://www.simplyhired.co.in/job/VMl0QIFIndL6HOfy1vyvVO7owrAPrwk2qBslu7lEjD1O1cEhOEaWiA?q=data+scientist,bengaluru,karnataka,assistant manager,us innovation data scientist
2,deloitte,"sage, power bi, d3.js, azure, pytorch, masters degree",https://www.simplyhired.co.in/job/EyhxhGR5MVNZhB8l1IxAOFNYZ9QBw8-9A1ZOARXudWWGw6HMLC2aEg?q=data+scientist,bengaluru,karnataka,data scientist,none
3,mercedes-benz research and development india private limited,"oop, machine learning, python, forecasting, application development, bachelors degree",https://www.simplyhired.co.in/job/E6BkS1JT4PzOOT2P5D0WXMqmhz__VQ1menlfaIppBuoUPy9kVYlPsg?q=data+scientist,chennai,tamil nadu,data scientist,machine learning/artificial intelligence
4,partnersoft technologies private limited,"sql, pytorch, tensorflow, agile, hadoop",https://www.simplyhired.co.in/job/L-MNDpgxEBUhSYaLQsA52R5WhYWeCWB92gY1FzUMvEYUnYefd840-A?q=data+scientist,bengaluru,karnataka,assistant data scientist,none
5,ascendeum,"data modeling, sql, c++, communication skills, scala, bachelors degree, masters degree",https://www.simplyhired.co.in/job/6vFaKUggPKSEipeN_3_rxrJ24VWS4Disc9YVawjUmuMLFaCkVxStww?q=data+scientist,hyderabad,telangana,data science trainee,none
6,as global solutions,data science,https://www.simplyhired.co.in/job/gtCERHhLJp7YZJZUZgx99I0FC_apMhFQvxhFkdDPiwCFtJHQiBzoKQ?q=data+scientist,bengaluru,karnataka,data scientist,none
7,payu,"statistical analysis, sql, spark, predictive analytics, sas, bachelors degree",https://www.simplyhired.co.in/job/5ecnsCJAhaUYvCnYJT_80HMxUrMrkmY-eFk-WXr91DJa6-JK9r3e8A?q=data+scientist,hyderabad,telangana,crypto data scientist (india remote),none
8,token metrics,"communication skills, software architecture, r, machine learning, python, bachelors degree, masters degree",https://www.simplyhired.co.in/job/341PlgAHlpT79eXPyugz4i55cQzbN_toYG7j3XmeBhrQOyKPYwp9ow?q=data+scientist,chennai,tamil nadu,data scientist,none
9,tenacitics inc,"power bi, azure, data visualization, tensorflow, communication skills, doctoral degree, masters degree",https://www.simplyhired.co.in/job/JmAUhlUjWr4c-28eMknZCOy_SQ0fFcmCBbvd4fAXUhBO5h-ek6eIdQ?q=data+scientist,bengaluru,karnataka,data science intern,none
10,techcovery solutions,"numpy, pandas, natural language processing, tensorflow, oop, bachelors degree, masters degree",https://www.simplyhired.co.in/job/aXS1zHlcMGj47yqV-L1MvcMsmUAG67_xrGC648N6ojlr3M4E3wzRSw?q=data+scientist,hyderabad,telangana,data scientist,none
11,showtime consulting,"power bi, sql, tableau, data visualization, r, bachelors degree, masters degree",https://www.simplyhired.co.in/job/7bxiH8SZuQ3YqJnRz21YHaqBXG5cdFiLkbRg6apQWaBZGAYPXNNvGA?q=data+scientist,bengaluru,karnataka,data science,none
12,infosys limited,"project management, sql, r, machine learning, python, bachelors degree",https://www.simplyhired.co.in/job/UopuSKf82W4HhODGsadSOUvirmsRo9TfS0tHD0MtLHGMTd-iYitDjw?q=data+scientist,chennai,tamil nadu,data annotator (machine learning),none
13,spritle software,"machine learning, computer skills",https://www.simplyhired.co.in/job/vZ-B-rA0oPXMI1WjAheA11_cktzNHYACHtX5whwfam5UeICX9GwUyg?q=data+scientist,bengaluru,karnataka,data scientist consultant,none
14,ey,"power bi, sql, microsoft excel, predictive analytics, microsoft powerpoint, masters degree",https://www.simplyhired.co.in/job/qYLjvGs0aA3YpeOV1mSraoUGMHXYH0OElIdH3-Y9TwphLUEqD7LHgQ?q=data+scientist,bengaluru,karnataka,data scientist,none
15,equbot india,"continuous integration, sdks, git, devops, graph databases",https://www.simplyhired.co.in/job/joJJtZGsnkJXHSfAit0K1SkuuS0AFedaplURDa_L-5tsa9gBqYDY3Q?q=data+scientist,chennai,tamil nadu,data scientist,none
16,way to job placement,"agile, sql, microsoft excel, machine learning, python",https://www.simplyhired.co.in/job/83gfFfvEHcmtT8wH7FgiThk9FDZBGIDjsMwQGvQl98XAoa5_31Am_Q?q=data+scientist,chennai,tamil nadu,data scientist,none
17,flipped.ai,r,https://www.simplyhired.co.in/job/HIVYgeflvNS7jH_xF-lJRAWpjtinWr5MMENkxzwdada7Wxz8X9TpSw?q=data+scientist,kochi,kerala,data analyst/scientist,none
18,alb technologies pvt. ltd.,"power bi, sql, technical writing, r, machine learning, bachelors degree",https://www.simplyhired.co.in/job/s1FONi7TbhGFHYantR40bdS_h8_1Gg_Z4xW2SBEnSVOALw92uqdNCA?q=data+scientist,chennai,tamil nadu,data scientist,none
19,vlitechnologies,"communication skills, sql, python, html5, etl, bachelors degree",https://www.simplyhired.co.in/job/eL-yRV3Xh9Ln0tYuUSghoad4GH_AB9MrNkyvHtAQMl-gid2NzfL1XA?q=data+scientist,bengaluru,karnataka,"data scientist, growth and data products",none
20,macrolink tech solutions private limited,"analysis skills, image processing, natural language processing, tensorflow, c++",https://www.simplyhired.co.in/job/HdNyPTjcMIzf-PB2voZezUbEx1AYRt9QwWG2atwchfVan85AV_YvFQ?q=data+scientist,mumbai,maharashtra,senior machine learning engineer,none
21,dow jones,"senior leadership, sql, workday, microsoft excel, microsoft powerpoint, bachelors degree, masters degree",https://www.simplyhired.co.in/job/u-zZig-1ECkQumTuMDL1RCnFzrMbZ9ks8H0Wc2s4sGTiYfyiPt6M4w?q=data+scientist,bengaluru,karnataka,data scientist,none
22,baker hughes,"azure, node.js, tensorflow, communication skills, postgresql, bachelors degree",https://www.simplyhired.co.in/job/Glm315bzU-qnJ9f6G4KOIldgGtlNBVEYknzXi94lBuep2JmegnjPmw?q=data+scientist,mumbai,maharashtra,senior machine learning engineer,none
23,btrnsfrmd consulting llc,"microsoft excel, communication skills, marketing, analytics, r, bachelors degree, masters degree",https://www.simplyhired.co.in/job/HbmbyqBBfQbU53FEfCB-R8kZjaQ86PzzOUKkFg7HRU9eIKNxylYvTw?q=data+scientist,chennai,tamil nadu,audit reporting and analytics analyst,none
24,baker hughes,"azure, node.js, tensorflow, communication skills, postgresql, bachelors degree",https://www.simplyhired.co.in/job/Glm315bzU-qnJ9f6G4KOIldgGtlNBVEYknzXi94lBuep2JmegnjPmw?q=data+scientist,bengaluru,karnataka,data scientist,none
25,united group of initiatives,".net, teaching experience, communication skills, r, machine learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/1Q5HTnkHVLXWSO5GoFQn2WpldvCpTjgc2NxrfMHR9escMfnSCgp7Kg?q=data+scientist,thiruvananthapuram,kerala,data science internship,none
26,dtcc,"power bi, sql, tableau, sharepoint, informatica",https://www.simplyhired.co.in/job/OHVLXTK5OsdVclVSNxMgOHuND6QtMXRkBtyqTDzGvh0qbwbjQx7FRQ?q=data+scientist,none,none,machine learning engineer,none
27,clarifai,"analysis skills, image processing, sql, technical writing, computer skills, doctoral degree, m.sc, b.sc, bachelors degree, masters degree",https://www.simplyhired.co.in/job/zBqw1wbjqY1Fn4RTPGgDb678E_Q7wsgPwRxm_iLU0zUUoTvGScR60Q?q=data+scientist,bengaluru,karnataka,analytics data engineer / data scientist,none
28,oracuz infotech pvt ltd,"data science, bachelors degree",https://www.simplyhired.co.in/job/NcXzEgGKm6fbFOCc-tetezClMN1YY6xAs463sReejC7vex3org6Apg?q=data+scientist,chennai,tamil nadu,data scientist,none
29,aidaptive,"image processing, natural language processing, deep learning, tensorflow, machine learning, doctoral degree, bachelors degree, masters degree",https://www.simplyhired.co.in/job/vayHG_v_PRyxAPu7K2lcU02_9x4BL--ibjPiJ485EJj5ORL81hsAjA?q=data+scientist,bengaluru,karnataka,data scientist,none
30,compegence,"sql, analytics, data analysis skills, data science",https://www.simplyhired.co.in/job/uOwMG2jkb1wVJjZoi_bz7D7AevpyJcPVwT-RzIMwHZuI-Zo-BhWWqg?q=data+scientist,hyderabad,telangana,data scientist intern,none
31,standard chartered,"statistical analysis, analysis skills, sql, live chat, natural language processing",https://www.simplyhired.co.in/job/fcGSowAe37zQquJnXWQmnQUkUUv4w_52lnrXdqCTy3-SJrN4F0DNaQ?q=data+scientist,bengaluru,karnataka,"senior data scientist ( only for immediately joiner, wfh)",none
32,bosch group,"azure, sql, nosql, oop, communication skills, bachelors degree, masters degree",https://www.simplyhired.co.in/job/qkAs7o7G1sNym0FesHrPRRF3Kj9bH-ojTzcjIeYgbajdK-Y-50-ITw?q=data+scientist,hyderabad,telangana,computer vision/data science engineer,none
33,pago analytics,"sql, sas, analytics, r, machine learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/1y3WOKEt_eBiXT8rVy93j7pwi1dy7rk-sHZzB-JlKAPeuVDcPI8NEg?q=data+scientist,bengaluru,karnataka,data manager,none
34,dxc technology,"statistical analysis, azure, sql, pytorch, spark, bachelors degree",https://www.simplyhired.co.in/job/et2ielHWPR_FnRhRGLnOWEt2wEKjWSg93TS3Fr0TEKfNG4BI_NQ5SQ?q=data+scientist,chennai,tamil nadu,data science,none
35,livello india private limited,"image processing, predictive analytics, tensorflow, quality assurance, computer vision, doctoral degree, masters degree",https://www.simplyhired.co.in/job/oZXh_dZX9SPrg6sB3cv0g6RLCbjKcm1BodtsQOOTvFQ4YRhP4SLyXQ?q=data+scientist,bengaluru,karnataka,data scientist,all levels
36,growth panda,"project management, power bi, sql, tableau, digital marketing, bachelors degree",https://www.simplyhired.co.in/job/RkoEuneaijnkZp80fL-peXiH_ayYHugbh0Rv_690FzRVa6D1IZc4Gg?q=data+scientist,bengaluru,karnataka,data scientist: advanced analytics,none
37,larsen & toubro limited,"sql, r, machine learning, python, nosql",https://www.simplyhired.co.in/job/BNPmNVjJl4wJo_-N3B49lapdZVBFPctCD2H9QwBejKggBirfvgKrnA?q=data+scientist,bengaluru,karnataka,intern,data analytics (apac)
38,greenizon agritech consultancy,"sql, git, private equity, communication skills, r, bachelors degree, masters degree",https://www.simplyhired.co.in/job/NNPDY422AllTqZyUg98vLiYs-4Teb5rSuqKSFT2uMvYAe4_sDiiP7w?q=data+scientist,chennai,tamil nadu,data scientist,none
39,ibm,"rest, identity & access management, dynamodb, apis, python, masters degree",https://www.simplyhired.co.in/job/EfYyP28BQa6lZhgibXMDZ0X5LUFUDEWiUBLyS0Z3nYEvv7qGxUDbYg?q=data+scientist,pune,maharashtra,freelance data scientist trainer,none
40,waters corporation,"statistical analysis, analysis skills, power bi, sql, microsoft excel, bachelors degree, masters degree",https://www.simplyhired.co.in/job/8XP08NuKHkkDmEOraZ6dvU2GzyM89btv_jqikT-I-V5lf_zbhRINYg?q=data+scientist,bengaluru,karnataka,data scientist,none
41,deloitte,"design patterns, azure, sql, pytorch, software troubleshooting, bachelors degree, m.b.a., masters degree",https://www.simplyhired.co.in/job/Si4NFKGVDKO9DmzuJwJmhZ-YY8xoMu5HdywD2xkhBdJ0_f7q86TQag?q=data+scientist,chennai,tamil nadu,nlp data scientist,none
42,success arrow,"sql, tableau, communication skills, python, data science",https://www.simplyhired.co.in/job/kA_q_WJRr7pUxgpwKJvCgL7oe3oi_cjjVGP29a7rGHj6G06LNNlr9w?q=data+scientist,chennai,tamil nadu,chemical engineer,data science
43,zscaler,"operating systems, azure, sql, deep learning, go, doctoral degree",https://www.simplyhired.co.in/job/eJGWKAiqEm1BzLW597Ud1Ym9Q__UQKuM-jxhpuB8fmSF4OHvxXyH_Q?q=data+scientist,tiruchchirappalli,tamil nadu,data scientist,python
44,mindwise solutions private limited,"elasticsearch, machine learning, python, pandas, solr",https://www.simplyhired.co.in/job/Y-CcdeHLX5HlCneyGFu5nAHRmqe1445uhBbpF0DmY5G8GjHTmSvUMw?q=data+scientist,bengaluru,karnataka,senior data scientist,none
45,digitwin technology pvt ltd,"communication skills, python, chemical engineering, data science, b.sc, bachelors degree, masters degree",https://www.simplyhired.co.in/job/yhmpReQ1uEZBplu7lHUKlx-M0Ec1J5soGeadVxKfUrYI9T4xI9-9eA?q=data+scientist,mumbai,maharashtra,supply chain network data & analytics specialist,none
46,v r della it services private limited,"sql, nosql, jquery, oop, machine learning",https://www.simplyhired.co.in/job/lAvGlPyJ9a39gTEkisWynZWSHfsy3fb2AnbbvpchgExnbY8C50HPgw?q=data+scientist,chennai,tamil nadu,data scientist 1,none
47,boston consulting group,"tensorflow, communication skills, agile, sql, python",https://www.simplyhired.co.in/job/iscxBq3PUPXVbIwsPY6tU-OUjVJQ8e6L_3Eo70m0c6W9hnV5MWnodw?q=data+scientist,ernakulam,kerala,faculty- artificial intelligence,none
48,colgate-palmolive,"manufacturing, supply chain, sql, spring, r, bachelors degree, masters degree, m.b.a.",https://www.simplyhired.co.in/job/9LhEc7XC6XiS8ROC2gSQiMuQub04_62xsI5t2noD8yqdDZinQINWLg?q=data+scientist,chennai,tamil nadu,audit reporting and analytics analyst,none
49,paypal,"software deployment, analysis skills, sql, jira, e-commerce, masters degree",https://www.simplyhired.co.in/job/6OVYAuYcweA1jPu5DGI61hjtIVMYn6KyIM0GSuGfBGqHDfjTM1bfng?q=data+scientist,tiruchchirappalli,tamil nadu,data scientist,python
50,united group of initiatives,".net, teaching experience, communication skills, r, machine learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/1Q5HTnkHVLXWSO5GoFQn2WpldvCpTjgc2NxrfMHR9escMfnSCgp7Kg?q=data+scientist,bengaluru,karnataka,data scientist,none
51,dtcc,"power bi, sql, tableau, sharepoint, informatica",https://www.simplyhired.co.in/job/OHVLXTK5OsdVclVSNxMgOHuND6QtMXRkBtyqTDzGvh0qbwbjQx7FRQ?q=data+scientist,gurgaon district,haryana,data scientist,none
52,v r della it services private limited,"sql, nosql, jquery, oop, machine learning",https://www.simplyhired.co.in/job/lAvGlPyJ9a39gTEkisWynZWSHfsy3fb2AnbbvpchgExnbY8C50HPgw?q=data+scientist,none,none,data scientist,none
53,abb,"power bi, data modeling, azure, vba, microsoft excel, doctoral degree, masters degree",https://www.simplyhired.co.in/job/LphbNNvdjLa5rROt1KgLcNTOo0Wrw7saqDNwcrI_vzrOdTtlQBE4LQ?q=data+scientist,bengaluru,karnataka,data scientist,none
54,lenskart,"power bi, sql, microsoft excel, microsoft powerpoint, supply chain analytics, bachelors degree, masters degree",https://www.simplyhired.co.in/job/LiKxOYtrNUot0OHqhZPHd2a6x6b7PvFTwXHrejgTq2oqBM763sjc0A?q=data+scientist,none,none,data scientist ii,none
55,growexx,"analysis skills, sql, predictive analytics, tableau, git, bachelors degree",https://www.simplyhired.co.in/job/SFbzRL4CpB66opte-Cz3m6kEdjq-I1JyDRh6VFxSfS0abPHbX3kLoA?q=data+scientist,delhi,delhi,data scientist,none
56,infosys limited,"microsoft access, analysis skills, sql, sas, microsoft powerpoint, bachelors degree",https://www.simplyhired.co.in/job/Tk9jrjSdKIdb9MKVymhZPXeBrpY6QkkauHK6Bo0rUPovdm1rB-8Hxg?q=data+scientist,delhi,delhi,sr. data scientist – ai ml,none
57,mastercard,"power bi, sql, ssis, microsoft powerpoint, data visualization, m.sc, bachelors degree, m.b.a., masters degree",https://www.simplyhired.co.in/job/xoR4d-rtGlN_kmBNSeqEMU-zrK4ruMTHRgGgvv_3H9MmpGYOMGobsg?q=data+scientist,bengaluru,karnataka,data scientist,none
58,aveon infotech pvt.ltd,"spark, pricing, natural language processing, deep learning, communication skills, m.c.a., doctoral degree, masters degree",https://www.simplyhired.co.in/job/f-HTeZodftCtYLn-IG3oIlh-aa1vKxrVmk4b_QFjxyzgS0UN9e21bA?q=data+scientist,pune,maharashtra,data scientist,none
59,grey chain,"machine learning, natural language processing, ai",https://www.simplyhired.co.in/job/OFgowb7vkils84rvO0l8cBLeDhPECXj62Q4JOdzuLDAEb6lRBx9f7Q?q=data+scientist,pune,maharashtra,data science internship in pune,none
60,hewlett packard enterprise,"power bi, sql, vba, microsoft excel, business intelligence",https://www.simplyhired.co.in/job/2_WOjoxTS8nM_K7Itm7IL7G5o_mOHsXzw-KHI-8-ISs1FyAjMi2evA?q=data+scientist,none,none,data scientist,none
61,serendipity corporate services,"data mining, natural language processing",https://www.simplyhired.co.in/job/nAq67f8j2Deuo9TpA14ZSZ6ltXfW1C7SBtUwmS_R3h58lbYmAJFQbQ?q=data+scientist,chennai,tamil nadu,big data architect,none
62,myinternship.in,"r, machine learning, python, data analysis skills, data science",https://www.simplyhired.co.in/job/GqfJfKgli7LRYbpSxUghZ9JBt3qhxD1MkCkkVcKpni1Tsx6kl0MunQ?q=data+scientist,pune,maharashtra,data scientist,none
63,urbantz,"sql, machine learning, python, statistics, data mining, masters degree, doctoral degree",https://www.simplyhired.co.in/job/lL_1y4MSwUO_m8vh6MheFkKcN7NpNSP7ynADOhIqpuoM9mpE6JlTig?q=data+scientist,bengaluru,karnataka,paid internship opportunities in machine learning in bangalore,none
64,univ.ai,"data modeling, azure, sql, database development, nosql, m.sc, doctoral degree, masters degree",https://www.simplyhired.co.in/job/MK4vIa1wt_zM3W5FPPxS_tFpq0El2ZhDCxTWIyGe4ZBhG1dz2W9rDg?q=data+scientist,none,none,machine learning engineer,nlp
65,aventior,"image processing, computer skills, numpy, pandas, scipy, b.sc, bachelors degree, masters degree",https://www.simplyhired.co.in/job/I-CNn6SGgqPIfdTUWIzouxhZAAXE7FW1JzQl8qMEjJoKrsxXtwvPEw?q=data+scientist,andheri west,mumbai,data science & ml engineer,none
66,tsinfo technologies,"tensorflow, machine learning, python, numpy, pandas, bachelors degree, masters degree, m.c.a.",https://www.simplyhired.co.in/job/xUWCbd4a8Vr2xbUbAsHz1QYpj5sWcnR8zol1qrjUcqlzgPqL7-Fd8Q?q=data+scientist,none,none,wobot.ai,computer vision engineer
67,taiyo.ai,"natural language processing, communication skills, scala, machine learning, python, masters degree",https://www.simplyhired.co.in/job/EOflWhzySNoNk7rTcQo4hLm0PJqDOl5UXj0YsKWf7DxexeeznLnmCQ?q=data+scientist,delhi,delhi,data scientist,none
68,markytics,"sql, django, machine learning, python, aws",https://www.simplyhired.co.in/job/mtkVLscXY-2bhW9l41F3v49WObHhOJp8iPh-MYSmWeelGmviZMbDNQ?q=data+scientist,bengaluru,karnataka,data scientist,none
69,wobot.ai,"image processing, pytorch, deep learning, tensorflow, computer vision",https://www.simplyhired.co.in/job/e-AcAsH50pU_2jub3jubP1PBIgY78st77S-VqhlabQWmMI3LStXTBQ?q=data+scientist,bengaluru,karnataka,senior data scientist,none
70,innobuzz learning solutions llp,"image processing, sql, numpy, nosql, pandas",https://www.simplyhired.co.in/job/vw-guIosh09-ZxPmEWE7bluo5FYBvCiU5vwARYGBMfhUx_XaqQyCwA?q=data+scientist,mumbai,maharashtra,supply chain network data & analytics specialist,none
71,ibm,"react, perl, typescript, sql, spark, bachelors degree",https://www.simplyhired.co.in/job/NSPBH3tW3sgJdDHixqkFvx3XwOyYQKMIlsrzXv60rb9R3U1q9tQ2Sw?q=data+scientist,none,none,engineering leader,machine learning
72,boston consulting group,"tensorflow, communication skills, agile, sql, python",https://www.simplyhired.co.in/job/iscxBq3PUPXVbIwsPY6tU-OUjVJQ8e6L_3Eo70m0c6W9hnV5MWnodw?q=data+scientist,mumbai,maharashtra,data scientist,none
73,colgate-palmolive,"manufacturing, supply chain, sql, spring, r, bachelors degree, masters degree, m.b.a.",https://www.simplyhired.co.in/job/9LhEc7XC6XiS8ROC2gSQiMuQub04_62xsI5t2noD8yqdDZinQINWLg?q=data+scientist,ernakulam,kerala,faculty- artificial intelligence,none
74,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,chennai,tamil nadu,audit reporting and analytics analyst,none
75,rudrateck solution,"go, azure, sql, python, gis",https://www.simplyhired.co.in/job/H4If3Y_Vyi7hBQAlP_qwMEQHQXzxju1silTazogCSP_jxe4IYHztgA?q=data+scientist,tiruchchirappalli,tamil nadu,data scientist,python
76,dtcc,"power bi, sql, tableau, sharepoint, informatica",https://www.simplyhired.co.in/job/OHVLXTK5OsdVclVSNxMgOHuND6QtMXRkBtyqTDzGvh0qbwbjQx7FRQ?q=data+scientist,hyderabad,telangana,data scientist,none
77,v r della it services private limited,"sql, nosql, jquery, oop, machine learning",https://www.simplyhired.co.in/job/lAvGlPyJ9a39gTEkisWynZWSHfsy3fb2AnbbvpchgExnbY8C50HPgw?q=data+scientist,bengaluru,karnataka,"scientist 3, data science",none
78,kaizen enterprises,"statistical analysis, sql, nosql, scipy, tensorflow, doctoral degree, masters degree",https://www.simplyhired.co.in/job/yZnKWSPzdzGoez-tKE0GAYkj8ZuWaR32MyAtlr9v1hsDqxgJvkp89A?q=data+scientist,chennai,tamil nadu,data scientist,none
79,ernst & yong,"project management, sql, mechanical engineering, communication skills, python, bachelors degree, masters degree",https://www.simplyhired.co.in/job/Jn-qNrBipPSlcFnSJnedZnc73qufLg-Nc4ZxjPWVYIoR7a5N737pxg?q=data+scientist,bengaluru,karnataka,data scientist,none
80,western digital,"sql, spark, apache hive, nosql, natural language processing, doctoral degree, b.sc, bachelors degree, masters degree",https://www.simplyhired.co.in/job/5-LNEUEcbf16gBoAKo5GsM_eJ4PSGZ5PImOaaVfSWDvRXydmy4kNFg?q=data+scientist,hadapsar,pune,data scientist (machine learning),none
81,srm technologies,"analysis skills, supply chain management, sql, tableau, supply chain analytics, bachelors degree, masters degree",https://www.simplyhired.co.in/job/6PNHqUMS_9gUsrkq1TIPBUdmFgqOh-0DecmbQYhYhBzMoKX7udP84Q?q=data+scientist,bengaluru,karnataka,data scientist,t8 aftersales
82,equifax,"microsoft access, analysis skills, sql, microsoft powerpoint, google suite",https://www.simplyhired.co.in/job/vng9WK4S1ogxcwMxKvfvh4VioGlUbFwjV6CXK55opiGJly9DqH_g4A?q=data+scientist,bengaluru,karnataka,data scientist,none
83,cognizant,"power bi, azure, sql, pytorch, opencv",https://www.simplyhired.co.in/job/uhDQdEodfHqQ5VwMqAnK97-cKgB9cTLlujzPM31ha3myaCTTtqZvYg?q=data+scientist,bengaluru,karnataka,data scientist​,none
84,techstep,"software deployment, analysis skills, microsoft excel, predictive analytics, mysql, bachelors degree, masters degree",https://www.simplyhired.co.in/job/yBlNuMnGMWN7sP72PZFefotOaJQ9qmc3IBAJbU8_eGljQ1oXEl2RJw?q=data+scientist,hyderabad,telangana,jr data analyst | jr data scientist,none
85,mercedes-benz research and development india private limited,"power bi, azure, sql, nosql, tensorflow",https://www.simplyhired.co.in/job/k1ONEj2vLizt0b7wF2Q8xNb4lYo8xhQXk2SCTDEKucF6ERJ49FnSRw?q=data+scientist,none,none,data science,intern
86,fortive corporate,"sas, stata, quantitative research, microsoft outlook, matlab, bachelors degree, masters degree",https://www.simplyhired.co.in/job/UvK12DFbjRQGYWeBS8_1LmmDlYdFDybNaUrw-Otd5eMceLLuAWGSVg?q=data+scientist,none,none,junior data scientist,none
87,neostats,"power bi, sas, natural language processing, play framework, analytics, bachelors degree, masters degree",https://www.simplyhired.co.in/job/QUY_z8InuqVvH_5eAL8Z_VZKWlNuxbZgl51FHBOgMURXB4AJYzIBug?q=data+scientist,mumbai,maharashtra,data scientist,none
88,aibridge ml,"sql, r, machine learning, python, math, bachelors degree",https://www.simplyhired.co.in/job/9SPkHdgdd-aeSVIOCPrzZBnIhPJHOp_Ixr5rBnhsfT4rTbZQLZxKLw?q=data+scientist,none,none,data scientist,none
89,mnj software,"power bi, azure, tableau, communication skills, machine learning, bachelors degree",https://www.simplyhired.co.in/job/wO_4faby65cK9EU7BZjew3uxtMjW9RzAkdxwVNQB1H567POle6kPFg?q=data+scientist,none,none,data science intern,none
90,marktine technology solutions,"sql, c++, product development, communication skills, scala, b.sc, bachelors degree, masters degree",https://www.simplyhired.co.in/job/Obx5-WAFGw9oRgpnfRs59yTKMq9pZpgNWZpEDjABzT7Sb0qQvLT4pw?q=data+scientist,calicut,kerala,data scientist,none
91,auraa solutions,"relational databases, sql, git, data analytics, agile, bachelors degree",https://www.simplyhired.co.in/job/gzX3aIBxqTuFgnfYrcAGOHusWYDVnedlqbBeK9DBZpjdYxNTGlL-ww?q=data+scientist,none,none,data science intern,none
92,think future technologies,"deep learning, tensorflow, relational databases, sql, pytorch",https://www.simplyhired.co.in/job/jANEcyGMhSxwMN5SzhNhwVyRcYRn583zCI5lUPFWSgzSDKUjUT7jdg?q=data+scientist,mumbai,maharashtra,supply chain network data & analytics specialist,none
93,discover dollar,"azure, nosql, mongodb, sentiment analytics, git, bachelors degree",https://www.simplyhired.co.in/job/mZYJ-vjvewXtl3uEFnhsudYgyO0PLe2R2UiiemgsFpVQivdEG2oDsA?q=data+scientist,bengaluru,karnataka,senior data scientist,none
94,tech27 systems ltd.,"analysis skills, .net, c++, analytics, r, masters degree",https://www.simplyhired.co.in/job/eHAoPgsMm_DFAOtCXAsZAdOGdhz9X_saAjK77smIYVsOd0RcuNPUgA?q=data+scientist,none,none,engineering leader,machine learning
95,brave ai lab,"software deployment, sql, presentation skills, deep learning, tensorflow, bachelors degree",https://www.simplyhired.co.in/job/Ea5TahKyX-6Pk5a0meYfLTxEc2pbPQzo03bjSc49WlJNcJ6KmWfM0Q?q=data+scientist,bengaluru,karnataka,a&a -sr. data scientist,ai pod
96,colgate-palmolive,"manufacturing, supply chain, sql, spring, r, bachelors degree, masters degree, m.b.a.",https://www.simplyhired.co.in/job/9LhEc7XC6XiS8ROC2gSQiMuQub04_62xsI5t2noD8yqdDZinQINWLg?q=data+scientist,none,none,engineering leader,machine learning
97,boston consulting group,"tensorflow, communication skills, agile, sql, python",https://www.simplyhired.co.in/job/iscxBq3PUPXVbIwsPY6tU-OUjVJQ8e6L_3Eo70m0c6W9hnV5MWnodw?q=data+scientist,noida,uttar pradesh,data scientist,none
98,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,pune,maharashtra,"specialist, data scientist",none
99,deloitte,"azure, sql, nosql, tensorflow, devops, doctoral degree, masters degree",https://www.simplyhired.co.in/job/fhWjwM4ALzvT-Z0sd--4ovqY6OwyKdmmbko_IhvURHfIjCtFDZf5LA?q=data+scientist,bengaluru,karnataka,data science,manager
100,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,pune,maharashtra,data scientist (remote),none
101,searchurcollege,"power bi, r, machine learning, python, tableau",https://www.simplyhired.co.in/job/X9QsH8N1SHIK5Ogg1tSkY_f5V4N_nkbzcOo2tQlRbWFKK7GaAQgi6w?q=data+scientist,pune,maharashtra,ai / ml engineer,none
102,the bank of new york mellon corporation,"analytics, distributed systems, data science",https://www.simplyhired.co.in/job/lhTl-FZttXP0xzikdrf2oVkhxQU5IErkvsxCFipUTb1JLsJvJ1t1Pg?q=data+scientist,noida,uttar pradesh,data scientist,none
