,Company,Qualifications,Url,City,State,Title 1,Title 2
544,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,delhi,delhi,associate data scientist,none
545,recruitment smart,"relational databases, sql, machine learning, python, statistics, doctoral degree, masters degree",https://www.simplyhired.co.in/job/887nX1InhXpD4r_sPhPnsm8o8h52iSVNwBZRA4bZ35Nwh-9hpQFrzg?q=data+scientist,bengaluru,karnataka,machine learning engineer,none
546,conxai technologies gmbh,"image processing, pytorch, git, natural language processing, deep learning, doctoral degree, masters degree",https://www.simplyhired.co.in/job/EGqGti8AJix6pX87-DLZfKRT520dcoxiKkZFxKpHB03LigdqfUTYVw?q=data+scientist,bengaluru,karnataka,data scientist / ai-ml engineer for r&d team,none
547,pivotchain solution technologies,"d3.js, design patterns, apache hive, tableau, numpy, b.sc, bachelors degree, masters degree",https://www.simplyhired.co.in/job/WyXbtUzhLQIXdhxQu7eGW80va_3JvtyRk3urHjFMsCgISGqwZE6qxQ?q=data+scientist,bengaluru,karnataka,research engineer,deep learning
548,deeptek medical imaging,"image processing, machine learning, python, statistics, linux, bachelors degree",https://www.simplyhired.co.in/job/N3de8LaT-srK44lwyDDrbZwF2UX9dLt1IK6ywSrBKm6vkS9W8-PB3A?q=data+scientist,hyderabad,telangana,machine learning engineer 3,none
549,response informatics,machine learning,https://www.simplyhired.co.in/job/kunCS4O3R1sFJUenR_Sl9WMtqspd9jhXMHL9DG-UIWKBBVqI0PYHcA?q=data+scientist,bengaluru,karnataka,"lead, bi & innovation",data analytics
550,bosch group,"communication skills, agile, r, machine learning, python, bachelors degree, masters degree",https://www.simplyhired.co.in/job/Kb_i3TLE3FtAI3aFT5I_5ulpDiLPdf71Im2NGE9-K1eClVl9D8N1gg?q=data+scientist,bengaluru,karnataka,data scientist,none
551,rpg enterprises,"machine learning, data analysis skills, data mining",https://www.simplyhired.co.in/job/4oxOJMWXuouSy1MpnTS_M0OV5LQ5m3PqEL9_u5O8pqkOCE1fw5Kzlg?q=data+scientist,chennai,tamil nadu,senior data scientist,none
552,aera technology,"deep learning, product development, communication skills, supply chain, machine learning, masters degree",https://www.simplyhired.co.in/job/e2jTGPr9TRm0iKpU4HwTCTsvJxlsfaCmCGY1Nf6cIL6EDJ1btuBv5A?q=data+scientist,nagpur,maharashtra,data scientist/machine learning,none
553,perceptive analytics,"deep learning, analytics, machine learning, bachelors degree",https://www.simplyhired.co.in/job/rpCXhY8MRwsn3p3sSa_qYQ_T8t48g-LKdfPpwCvG9WnTE-VAYsQjSA?q=data+scientist,thiruvananthapuram,kerala,urgent requirement for senior data scientist,none
554,savelife foundation,"predictive analytics, deep learning, test-driven development, r, machine learning, bachelors degree",https://www.simplyhired.co.in/job/-Sl5qwz8ND40mdJS9-LT4jYBtqiMpfpNP6zZ0wepsN1r4mBQ0hVAew?q=data+scientist,chennai,tamil nadu,data scientist crsp irc180072,none
555,cme management,"tensorflow, machine learning, python, math, terraform",https://www.simplyhired.co.in/job/7jXb369gUM6qm_EkaHlTB454fU7xmwmdmPgOI4A1eg8U7Lzmgfdr4Q?q=data+scientist,none,none,engineering leader,machine learning
556,fldelitus property services,"c++, matlab, c, python, java",https://www.simplyhired.co.in/job/JQeCh42dVGEDiyeal7QYkqpMdpRdE1rjUFbDYXp1FNEfCGNw5vqVWA?q=data+scientist,bengaluru,karnataka,"director, machine learning",none
557,siemens,"deep learning, tensorflow, c++, c, machine learning, masters degree, doctoral degree",https://www.simplyhired.co.in/job/6kmeXJJEaZMpW9H01MyZYsCUEyvEW_5SRLVH2tR3T0KcPLiEFa6ERA?q=data+scientist,bengaluru,karnataka,senior data scientist,none
558,paypal,"flask, pytorch, predictive analytics, scrum, natural language processing, bachelors degree, masters degree",https://www.simplyhired.co.in/job/33F7kbaYMmtRS3GQ27n1avDlcLZK7lfzoEmsFnO6xhU_-lNa8PeSuw?q=data+scientist,mumbai,maharashtra,data scientist ( manager/ senior manager),none
559,wework india management,"financial modeling, analysis skills, data analytics, power bi, communication skills",https://www.simplyhired.co.in/job/JvlOPtYxj1YZyXHwzjMRx85z7x89XEUihssTUuHLmIbZrmnEbG_oyw?q=data+scientist,kochi,kerala,machine learning engineers,none
560,skillety technologies,"statistical analysis, data modeling, sql, machine learning, python",https://www.simplyhired.co.in/job/ncAsVCYU_J2h88r9bdYcIg39DzLUhUP5LYrfqbAl3aXk8WgNa-Olvg?q=data+scientist,bengaluru,karnataka,lead data scientist,none
561,rarr technologies,"signal processing, machine learning, predictive analytics, primavera p6, python, bachelors degree, masters degree",https://www.simplyhired.co.in/job/-r7gnAQGhIXmPBGzhpnacyWz39BlPqH1bMegig9WzWC2oMxfUmMgVw?q=data+scientist,bengaluru,karnataka,sr. associate,data scientist
562,cropdata technology,"deep learning, image processing, machine learning, python, business requirements, bachelors degree",https://www.simplyhired.co.in/job/pDb8JL_OYLB5R5fh4ToOB8FeHpa7Xxq9IxHF9HydrPFoaq7uAHK3iQ?q=data+scientist,none,none,junior data science team member,none
563,pinnacle software and services pvt ltd,"opencv, tensorflow, devops, apis, machine learning, bachelors degree",https://www.simplyhired.co.in/job/TFMWkW6bjn0XfjxYI0Rw7OCcuZmfx7zrt6EmX1kSM5uKg-Abh4yT8Q?q=data+scientist,bengaluru,karnataka,data scientist,threat research
564,globallogic,"sql, nosql, communication skills, scala, python, b.sc, bachelors degree",https://www.simplyhired.co.in/job/bUXih8wkM21amDvf0N5JFTjvk7JQVLu5iyrVyb_KWTpkXltKKkj8Lg?q=data+scientist,chennai,tamil nadu,ai & ml engineer,none
565,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,bengaluru,karnataka,applied scientist,none
566,suki,"react, software deployment, typescript, swift, mentoring",https://www.simplyhired.co.in/job/7O3uz5VpH8YsEAjt98zIQr02TUk7vLJjAQzwLf-WGwolCgQbw1ynrQ?q=data+scientist,hyderabad,telangana,data scientist,none
567,unilever,"project management, image processing, azure, cloud architecture, git, doctoral degree, b.sc, bachelors degree, masters degree",https://www.simplyhired.co.in/job/SLtAwx7YcD1IEgV1KRgT-i4TD-LflOmi-kCfcXaUz7wUlwtvRYLSWQ?q=data+scientist,pune,maharashtra,machine learning intern,none
568,paytm,"sql, analytics, r, machine learning, python",https://www.simplyhired.co.in/job/q3Pqkg_UUaqGqNq0TEuRcMARoH27NY3x3R1aHfHNHYORafDdvwfaUA?q=data+scientist,bengaluru,karnataka,data scientist,none
569,inavan india technologies,"deep learning, tensorflow, c++, image processing, computer vision",https://www.simplyhired.co.in/job/N_ldeAHmxPrSfBbmAI8dkFGd17GjQ6cjytqcBD6bscvBSJiYXFANVw?q=data+scientist,chennai,tamil nadu,data scientist,none
570,singular intelligence,"machine learning, ai, masters degree, doctoral degree",https://www.simplyhired.co.in/job/7V6Y-w1G01cjhv27btOc_vmrYKU7-PSK1N4mjpCj8Qg_vCC0P0azvg?q=data+scientist,bengaluru,karnataka,data scientist / decision scientist,none
571,affine,"deep learning, tensorflow, pytorch, machine learning, python, bachelors degree, masters degree, m.b.a.",https://www.simplyhired.co.in/job/CBJitKQSYSEs-wSSLBU1HjXjHkeiP_5RCObvewlhdrvzt2dXYwClrw?q=data+scientist,bengaluru,karnataka,"data scientist , machine learning",none
572,imurgence,"fraud, communication skills, sql, apis, r",https://www.simplyhired.co.in/job/JylG-_lS1NimyLOmEk0QGGZCjaF70iVcw5MDmltDoFL59Zcvg3T98w?q=data+scientist,none,none,senior deep learning/data scientist,none
573,menlo security,"deep learning, tensorflow, communication skills, machine learning, python",https://www.simplyhired.co.in/job/kzlnihdTPNZ-Lrvfqv0_AuBPa9hqP95FQVhHfOqjujxOCk-A3NdA2w?q=data+scientist,gurgaon district,haryana,deep learning engineer,none
574,intechhub,"scipy, opencv, tensorflow, c++, machine learning, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/3WvZ-QlaePof7x5I8F9XpdQotxd5Av1ZkMA-uor888TEa5BiL4HOog?q=data+scientist,bengaluru,karnataka,data scientist,none
575,perfios,"image processing, pytorch, natural language processing, deep learning, tensorflow, doctoral degree, b.sc, bachelors degree, masters degree",https://www.simplyhired.co.in/job/Sbl66oAv7CkoB5VS2tNa7D7EIPEZ1U27V-AowotLT2geGO42uDeFfA?q=data+scientist,none,none,engineering leader,machine learning
576,wavelabs technologies,"power bi, continuous integration, sql, tableau, presentation skills, bachelors degree",https://www.simplyhired.co.in/job/PpHziqmB6GncfQtekhWONDTkyJikIX1-f0TkiqQNUetdbq6WwnrG_A?q=data+scientist,pune,maharashtra,data scientist,none
577,coderize technologies pvt ltd,"data modeling, communication skills, software architecture, r, machine learning, b.sc, bachelors degree, masters degree",https://www.simplyhired.co.in/job/-suD92PbRNfjWotNSzKtG6ZjwMTft2-mPm0CHg16VuKsMBPfpC4UMQ?q=data+scientist,vellore,tamil nadu,l3/l4 – machine learning engineers,none
578,talchemist,"software deployment, agile, hadoop, spark, machine learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/5kuhwDpnGDgo756Zb0aWnj2sTD0kGL0hBncNq13HWumNBJGPg89T1w?q=data+scientist,koramangala,bengaluru,data scientist,none
579,ecs,management,https://www.simplyhired.co.in/job/XkTomgtTJOIfe9wihCAgDBziFEQMipn-lh4zPN-FHhBUsollHgI1tw?q=data+scientist,hyderabad,telangana,data scientist,none
580,maruti suzuki india ltd,"apis, machine learning, python, numpy, pandas",https://www.simplyhired.co.in/job/W9aPyUL24PiTM_vyRugII3k-MuAFQDnCFXY9YMN51yS-bwm4cq2tkw?q=data+scientist,bengaluru,karnataka,data scientist,none
581,hewlett packard enterprise,"d3.js, sql, sas, shell scripting, data visualization, doctoral degree, masters degree",https://www.simplyhired.co.in/job/shgEMW6cjw3Dh5BvfO-j2dkJk2tjS3MJSlrkB8soKsPOAjXbX4tGjQ?q=data+scientist,bengaluru,karnataka,python for data science (sas) -lead,none
582,skillcamper,"deep learning, sql, r, machine learning, python, bachelors degree",https://www.simplyhired.co.in/job/De26eOyCQnZebIBLQrS2aHByvsJ77OYJfRLU_lYbVaylR8FwkuAE6g?q=data+scientist,bengaluru,karnataka,market research and data analytics advisor,none
583,evigway technologies,machine learning,https://www.simplyhired.co.in/job/r6YARWbCet4SQT3Qd2RPnCkrBSHGFxrLXv4W1hVrFMK5f3fTtAmbbw?q=data+scientist,gurgaon district,haryana,data scientist,none
584,ageye technologies,"data modeling, azure, scrum, opencv, c++, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/SroP-CqikCiRabG9dofcL9ZxgPU9J4RhZBru1UigWGNzZSeuHZqr2w?q=data+scientist,bengaluru,karnataka,58016p-data scientist staff,none
585,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,baner,pune,data scientist (audio/speech),none
586,talentica software india,"tensorflow, communication skills, machine learning, predictive analytics, python",https://www.simplyhired.co.in/job/QtzDrp_30aFCxolus4G8BIKOtRvx4I0RU_BbHKTVs16NyTipqNx-sg?q=data+scientist,pune,maharashtra,associate data scientist,none
587,wonderworth solutions,"css, full-stack development, mysql, php, apis, bachelors degree, masters degree",https://www.simplyhired.co.in/job/znjd1bAN2XvO7V6aRewcwuBC-dLSzWn6xRevyyM3mu56JACgoqTtCA?q=data+scientist,mumbai,maharashtra,data science trainer,none
588,venpa staffing services india private limited,"sql, apache hive, microsoft powerpoint, scala, analytics",https://www.simplyhired.co.in/job/lBWSb0fDOYHwer8dV_zkB4fDCnMTdUKIQaXlebO5wLmxXmbnxYeOjw?q=data+scientist,bengaluru,karnataka,nlp data scientist,none
589,aganitha ai,"deep learning, pytorch, python, natural language processing, ai",https://www.simplyhired.co.in/job/NeGC91x58jISAVK-vWAhuKsWS3UKDXYZi_43nwwAD3RxZRNpPHhxxA?q=data+scientist,hyderabad,telangana,machine learning interns,none
590,myyogateacher,"power bi, sql, microsoft excel, sas, shell scripting",https://www.simplyhired.co.in/job/D66RgWIsgzxZee6uUkJVjk6l03Wym8ZYw7xJeZp9UiDLIQQ9px7Yvg?q=data+scientist,gurgaon,haryana,artificial intelligence faculty (freelance),none
591,wipro limited,"python, sas, data science",https://www.simplyhired.co.in/job/3X3k9kk9e0Cyo9I7ue9zvMVJmKpJs5P7zMyjEt4Rk2S1V32jD_lopQ?q=data+scientist,chennai,tamil nadu,data scientist,none
592,tiger analytics,"sql, microsoft excel, machine learning, python, microsoft powerpoint",https://www.simplyhired.co.in/job/p3OnuZ6Fz1_uY5G-cq8-i-0glvpy40fJTINIu2LUms74T-jvNVewHg?q=data+scientist,pune,maharashtra,ai/machine learning engineer,none
593,exxonmobil,"project management, analysis skills, market research, b2b marketing, marketing, bachelors degree, masters degree, m.b.a.",https://www.simplyhired.co.in/job/JRDFEPZ_BZSsA_bKAiERF8JOiLRl4Qkr14H7Bza6OeEwEnFK4MbzWg?q=data+scientist,bengaluru,karnataka,data scientist,none
594,wise monk,"project management, image processing, numpy, pandas, opencv, doctoral degree",https://www.simplyhired.co.in/job/HVEfMC5HDc7pYsMBJ7ZnAJUQkEA3rJbU0d6gQEgbXknxHpVF6QHLPQ?q=data+scientist,calicut,kerala,data scientists and ml engineers,none
595,juniper networks,"statistical analysis, project management, sql, tableau, business intelligence, bachelors degree",https://www.simplyhired.co.in/job/LY_YK1oIm3FDPXIPn3c3zZTRX_GjYQsSa60sncyV2cerIXAUb7MNBA?q=data+scientist,none,none,engineering leader,machine learning
596,sciffer,"c++, r, c, python, microsoft sql server, bachelors degree",https://www.simplyhired.co.in/job/vjoy4QA-2jF3h9S_g0wTOfRMY3M1bPeSGoUW3m-LW0SS9f2SreGhHA?q=data+scientist,bengaluru,karnataka,"manager, data analytics / data science",none
597,innoplexus,"deep learning, image processing, computer vision, machine learning, python, masters degree",https://www.simplyhired.co.in/job/iu1zSlQReTNULW7Ac89Qp3HkjoBXxKEmM78GOeHxiZbifZOokkGf2g?q=data+scientist,pune,maharashtra,data scientist,none
598,infobyte career institute,"power bi, tableau, microsoft powerpoint, data visualization, apache",https://www.simplyhired.co.in/job/DC-UyIt3n7ZbCa9ax-ibTJPgaqyQFCkYrrC78P4TNSyc5YGza5vq5g?q=data+scientist,gurgaon district,haryana,data scientist,digital enterprise
599,lilly,"analysis skills, machine learning, natural language processing, ai, doctoral degree",https://www.simplyhired.co.in/job/MLQQLvRMFXHkORkF-YNKXLExV4WArguWGx6Wrl900g6vno5e-BY_Yw?q=data+scientist,bengaluru,karnataka,data scientist,none
600,deepedge,"microsoft excel, machine learning",https://www.simplyhired.co.in/job/nQuR2gO-1Lx0u_Px5GBPk4wNZ1Sbnn7Knh4S6B04VfgUO6uyvWm5CA?q=data+scientist,bengaluru,karnataka,ml engineer,none
601,insaid,"communication skills, r, .net, machine learning, python",https://www.simplyhired.co.in/job/PsXkcFoRdf_TJDp_bxt4a_O58Iyqt8gkkYVn9YThXSY0u_c7CY2fUQ?q=data+scientist,chennai,tamil nadu,data scientist intern,none
602,ctd techs,"machine learning, python, aws, data science, natural language processing",https://www.simplyhired.co.in/job/kYpRK2qBSyz_-nhq2cqyZSNYooUT-e-IE-GagkrfJpp3UfF6Y4K-xQ?q=data+scientist,chennai,tamil nadu,assistant vice president- data science,none
603,assetone,"analysis skills, image processing, azure, torch, deep learning",https://www.simplyhired.co.in/job/3gBhtZk3tPLvNGZdb3ey1GUZwQYiQhZeHX9u4VzikXtCozLFNh339A?q=data+scientist,baner,pune,data scientist (computer vision),none
604,skan,"analytics, python, debugging, natural language processing, ai, masters degree, doctoral degree",https://www.simplyhired.co.in/job/5Qm_F11-BL_EhuPRXttVObTILl4RWOx5CcOCAHxz921ejD8zVL_yhw?q=data+scientist,chennai,tamil nadu,it trainer- data science_python,none
605,tata elxsi,"continuous integration, mentoring, system design, opencv, ci/cd, m.c.a., diploma, masters degree",https://www.simplyhired.co.in/job/HovvJV5aqBXpMxyRXYovaR5L9JbNOORSPfs8qwYZilgib_eTW5bhNg?q=data+scientist,bengaluru,karnataka,data scientist,none
606,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,gurgaon district,haryana,data science,none
607,gm infotech,"statistical analysis, web services, analysis skills, power bi, sql, bachelors degree",https://www.simplyhired.co.in/job/otBzNJTAzoYIWUas7tkyMLNo9OhfswDzr949xWUqPvumhbDtLf5plw?q=data+scientist,kolkata,west bengal,data scientist,none
608,sorigin group,"software deployment, power bi, sql, tableau, hadoop, bachelors degree",https://www.simplyhired.co.in/job/yEKChM9r7poJF3Be1nScoMP0tSNM1beI9vruknD6nuzAHOy1aLLmRw?q=data+scientist,gurgaon district,haryana,applied data scientist,none
609,maruti suzuki india ltd,"sql, spark, analytics, hadoop, machine learning, bachelors degree",https://www.simplyhired.co.in/job/h6ybcf9c5f1sRG9knbmR_GiUovtFanb_Xxpr7-VTfivTvaQVVHed_Q?q=data+scientist,pune,maharashtra,data scientist,none
610,zensar technologies,"analysis skills, sql, analytics, machine learning, predictive analytics",https://www.simplyhired.co.in/job/WxpFfA79Dkf-r8Ny27FtbWIZChfn2OKM-jbXXaDu_TE1aWdQnfedxg?q=data+scientist,chennai,tamil nadu,business analysis/data science,none
611,terraeagle,"communication skills, software architecture, machine learning, python, statistics, bachelors degree, masters degree",https://www.simplyhired.co.in/job/fLtr4qTK5GoBQo065vkzGF-cq772pNP835-gT882R7obc7v9YKPWdQ?q=data+scientist,chennai,tamil nadu,computer vision/artificial intelligence architect,none
612,brightree,"communication skills, machine learning, statistics, data science, bachelors degree, masters degree",https://www.simplyhired.co.in/job/24N6VKJKa5iPVyLyf04kUFmo6_HZ3ylfcDY8K66aROKtpi8ZU7GfzA?q=data+scientist,none,none,senior machine learning engineer,none
613,barclays,"sql, microsoft excel, tableau, business intelligence, r, bachelors degree",https://www.simplyhired.co.in/job/v_yA6HGQ0Zl9AjiPG_AlVo5WZd-xmezXQm5qhmYGVkf0f3qs5wwIjQ?q=data+scientist,chennai,tamil nadu,senior machine learning engineer,none
614,sciffer,"deep learning, c++, image processing, computer vision, r, bachelors degree",https://www.simplyhired.co.in/job/TTK8Hlcomc79Nby__n8gIWzXanmWfpu8PJxWFCPeh5RqDcW0v0zq-w?q=data+scientist,bengaluru,karnataka,python(data scientist),none
615,softlogic systems pvt ltd,"python, data science",https://www.simplyhired.co.in/job/FtFL-xb2e45Xx5e6qEQhom6vHvRanFnzbYzX02OUJtw0T15VYT0-bg?q=data+scientist,chennai,tamil nadu,data scientist crsp irc180072,none
616,e2e infoware management services,"r, machine learning, python, ai",https://www.simplyhired.co.in/job/4JsIzXKUutCNZ4b-xztL0XqjH2s_mD0nXA-a7nF2aT6MNrZMsFwymQ?q=data+scientist,none,none,engineering leader,machine learning
617,elvira technologies,"image processing, continuous integration, azure, gis, ci/cd, bachelors degree, masters degree",https://www.simplyhired.co.in/job/2PczfHwsf77DjhaK3IWvuU4Dum5kCexxfqkIgIahStz0YrmJVTKvRQ?q=data+scientist,bengaluru,karnataka,"director, machine learning",none
618,nexval infotech,"sql, apache hive, tableau, apache pig, natural language processing, bachelors degree",https://www.simplyhired.co.in/job/Jy6RHzcF4AftkmcZkamAryjGleP54dWUilXNY07TTdyck1_HbbNJrQ?q=data+scientist,dehra dun,uttarakhand,data scientist (theoretical),none
619,dh internal job board,"communication skills, agile, sql, machine learning, python",https://www.simplyhired.co.in/job/Idbt2UM2O0wS9sCSB6pxwsW3XKti-pZKhCgLog6UXbfb7VJOrGAt8A?q=data+scientist,hyderabad,telangana,data scientist,none
620,faurecia,"deep learning, tensorflow, c++, image processing, computer vision, bachelors degree",https://www.simplyhired.co.in/job/b_xTO_EubFrzQEEHCDHCN7XjqyVXasUWpPk-7RvhFvRRf3fSOAEF9w?q=data+scientist,nungambakkam,chennai,natural language processing engineer (nlp),none
621,nathan research,"power bi, analytics, microsoft excel, machine learning, tableau",https://www.simplyhired.co.in/job/lzaPVp5BMA2Rvab0ZC0NXSUXBPLwhezf310avztyYnLPaB64--J1_w?q=data+scientist,pune,maharashtra,data analytics trainer instructor,none
622,larsen & toubro limited,"bash, azure, shell scripting, opencv, tensorflow, bachelors degree",https://www.simplyhired.co.in/job/EVxa96TjnrV-DyC0dBRaWxQEJiEhaePJ029GKesaSf10F5omJ3oALw?q=data+scientist,ernakulam,kerala,faculty- artificial intelligence,none
623,fusemachines,"sql, spark, natural language processing, deep learning, tensorflow, doctoral degree",https://www.simplyhired.co.in/job/2-WDdmTgjX28M8T0Lhjk7Jq5C4ccQ5k9j4JSFEZsyhooMfX8gUJoqA?q=data+scientist,thiruvananthapuram,kerala,lead data scientist,none
624,superops.ai,"hadoop, spark, machine learning, big data, data structures",https://www.simplyhired.co.in/job/J4ABCb3gTHrz8DT8l_Jvuntj7NmtQWCuLU60cQiI1MrVJkAKs_HBfA?q=data+scientist,bengaluru,karnataka,data scientist,none
625,xpheno,"flask, torch, numpy, pandas, mongodb",https://www.simplyhired.co.in/job/Jmq2WGLsk3Hj7N31zsmmK0hedSK45A9F_-qrTABI_F5Zf11Gu2rFfA?q=data+scientist,hyderabad,telangana,junior data scientist,none
626,globallogic,"sql, nosql, communication skills, scala, python, b.sc, bachelors degree",https://www.simplyhired.co.in/job/bUXih8wkM21amDvf0N5JFTjvk7JQVLu5iyrVyb_KWTpkXltKKkj8Lg?q=data+scientist,bengaluru,karnataka,data science,none
627,eightfold.ai,"tensorflow, c++, scala, apis, hadoop, b.sc, bachelors degree, doctoral degree, masters degree",https://www.simplyhired.co.in/job/tvMd_2YrcOGZ4ulzSCAmMvvuNuEnJXBdkxvwgJIicVnnP6xn1Hpr0Q?q=data+scientist,chennai,tamil nadu,deep learning (medical imaging),none
628,suki,"react, software deployment, typescript, swift, mentoring",https://www.simplyhired.co.in/job/7O3uz5VpH8YsEAjt98zIQr02TUk7vLJjAQzwLf-WGwolCgQbw1ynrQ?q=data+scientist,gurgaon district,haryana,people analytics data engineer,none
629,torcai digital media,"shell scripting, calculus, data analysis skills, linux, data science",https://www.simplyhired.co.in/job/Vt-7Crrly6wGgJQRv2s9wX3ytcvuMnTyGWLcB6CalzV22XlSND2odg?q=data+scientist,chennai,tamil nadu,data science manager,none
630,dataeconomy,"sql, predictive analytics, tableau, numpy, pandas, m.c.a., masters degree",https://www.simplyhired.co.in/job/fEpOchmqiyHhNcMSE7f2yjwhAyCHqpRCp_Y3xG3o2e5ppFafnGptFg?q=data+scientist,madurai,tamil nadu,artificial intelligence engineer,none
631,tenacitics inc,"sentiment analytics, natural language processing, communication skills, software architecture, r",https://www.simplyhired.co.in/job/EGEOiOYREpj3EdUhSLvT8Zji9QY-PSz9ZSbG8_mRKu9z6LdrE9ttRA?q=data+scientist,bengaluru,karnataka,data scientist,none
632,skillapply,"analysis skills, sql, data analytics, communication skills, r, bachelors degree, masters degree",https://www.simplyhired.co.in/job/GbC5bhXs9RJK_mwFAj9HS37q9yrfL2M7WMwn98xyBaVnZm5C9eG5Yw?q=data+scientist,bengaluru,karnataka,deep learning/computer vision engineers,none
633,united group of initiatives,".net, teaching experience, communication skills, r, machine learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/1Q5HTnkHVLXWSO5GoFQn2WpldvCpTjgc2NxrfMHR9escMfnSCgp7Kg?q=data+scientist,new delhi,delhi,machine learning engineer (remote),none
634,nissan,"data visualization, product development, communication skills, agile, apis, bachelors degree, doctoral degree",https://www.simplyhired.co.in/job/aGmf8gqTeB7ojBNlSmvf6SdgDBBXq5Ip2ZASXGOxCAQUNQGhN_KBDg?q=data+scientist,delhi,delhi,principal data scientist,none
635,financial software & systems (fss),"continuous integration, data modeling, sql, spark, financial services, bachelors degree",https://www.simplyhired.co.in/job/0xRXr8CrKjJIG1g_CLxjFmGbFn8sZhrkOHPvOCcv_Y3Gr5FH5vzS0g?q=data+scientist,none,none,engineering leader,machine learning
636,risk edge solutions,"d3.js, nosql, mongodb, git, data visualization",https://www.simplyhired.co.in/job/Irkmb_OfDgqAaot4qkJFfuUNgu-DSBIYwIIN_JukDUBb3mzygFA9Hw?q=data+scientist,jamshedpur,jharkhand,data scientist,none
637,zee entertainment enterprises,"software deployment, sql, pytorch, deep learning, tensorflow, bachelors degree, masters degree",https://www.simplyhired.co.in/job/WJ0gwbUVwRyy4k8hz23ysT1lW90-Zpzs-Co_yX6DzMXhQMHj0pmSQw?q=data+scientist,kondapur,hyderabad,data scientist,none
638,livvolta healthcare innovations private limited,"azure, pytorch, tensorflow, c++, medical imaging, bachelors degree, masters degree",https://www.simplyhired.co.in/job/WhSAkh5IA0TIpXBKNXTiSCc63zFPtfrPGPpq2LEF_JmhmXPkz1vvqQ?q=data+scientist,noida,uttar pradesh,data scientist,none
639,ericsson,"project management, power bi, data modeling, sql, sap s/4hana",https://www.simplyhired.co.in/job/4nzPFLurvFy0TXRUAf0LkxeYiMcZniYEs3KF9c7JzzzUPKs0DWL2Cg?q=data+scientist,hyderabad,telangana,manager,data scientist
640,flex,"communication skills, sql, r, machine learning, python",https://www.simplyhired.co.in/job/4pit7pntZHtxPUccquWdPvct9Yb8-SfdCzpCqGZhwXsen6LTtsCt-A?q=data+scientist,chennai,tamil nadu,machine learning engineer,none
641,grit talent asia,"azure, sql, laboratory experience, devops, apis, bachelors degree",https://www.simplyhired.co.in/job/CXbjcfClapzZ2Pdd6Yk3oKxeYPZQxea3PKv9Q1xbfEKR_g8-8GgZwA?q=data+scientist,bengaluru,karnataka,data scientist – data science & ai,none
642,itorizon,"statistical analysis, web services, sql, predictive analytics, c++, masters degree",https://www.simplyhired.co.in/job/7g3QvEismxqB2nTfAwuabvhkxeNm6ZBWmc6oD0Pi_L7JFnv6bGT7MA?q=data+scientist,bengaluru,karnataka,"deputy manager, data science",none
643,tata elxsi,"bash, image processing, computer skills, shell scripting, numpy, m.c.a., bachelors degree, masters degree",https://www.simplyhired.co.in/job/gVO4bkivhJJ5Iz1Vg0jJXPfS1CfYXYQcaS7V9G9z5gKxUua8YKV-xQ?q=data+scientist,chennai,tamil nadu,freelance trainer for data science and artificial intelligence,none
644,monetizemore,"web development, test automation, communication skills, agile, docker",https://www.simplyhired.co.in/job/dz3T6o4PhhoakK_P7h79fMp8wH-Ett4NDf37YRe2-JRwzHuk_8_ucA?q=data+scientist,hyderabad,telangana,senior data scientist,none
645,mphatek,"natural language processing, communication skills, r, machine learning, python, m.c.a., bachelors degree, masters degree, m.b.a.",https://www.simplyhired.co.in/job/F6-EMlh0nvgQoRe0UiVkwL8bhygYOzp-YDWSqh3TufUA0qnIhWQxhg?q=data+scientist,navi mumbai,maharashtra,ta- data science- freelancer,none
646,benovymed healthcare,"full-stack development, predictive analytics, numpy, natural language processing, deep learning, bachelors degree, masters degree",https://www.simplyhired.co.in/job/LdgBvmcNNf4G4FHfpFsPNpGr8hJbj8ldsdP5dha_MVda6_VCOPBcsg?q=data+scientist,noida,uttar pradesh,machine learning engineer,none
